eq_nome,eq_enderec,eq_bairro,eq_cep,eq_horario,eq_telefon,eq_regiao,eq_distrit,eq_subpref,eq_esfera,eq_classe,eq_rede,eq_tipo,geometry,Latitude,Longitude
EMEI TOMAS GALHARDO,"INACIO PINTO LIMA, 79",CONJUNTO RESIDENCIAL PRESTES MAIA,08490-020,,25552757,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356280.661829 7393088.569936),-23.566245152632725,-46.4082384459494
EMEI MARIA APARECIDA LARA COIADO PROFA,"GENERAL ROCHA CALADO, S/N",VILA MARILENA,08411-330,,20165606,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (355631.971503 7394402.396379),-23.554323548186893,-46.41446612848428
EMEI OLGA BENARIO PRESTES,"IGARAPE FARTURA, 195",COHAB INACIO MONTEIRO,08472-400,,25554188,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356921.83631 7392445.571145),-23.572108259726885,-46.40201898562417
EMEI JOSE ROBERTO DE CASTRO RIBEIRO PROF,"ENGENHEIRO CARLO GRAZIA, 120",CIDADE TIRADENTES,08475-410,,22820199,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357344.654547 7389948.719729),-23.59469232766714,-46.39811561395125
EMEI DULCE SALLES FERRAZ PROFA,"OLIVEIRA ROMA, 16",CIDADE TIRADENTES,08475-330,,22824147,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357009.446791 7390454.079559),-23.590099297533506,-46.401351625491756
EMEI MARIO BENI DEP,"SARA KUBITSCHECK, 258",COHAB CASTRO ALVES,08474-000,,22822361,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356616.928102 7391325.015468),-23.58219996095573,-46.40511377990534
EMEI MAGDALENA TAGLIAFERRO,"PORTO DO BEZERRA, 1056",PARQUE GUAIANASES,08440-000,,20355849,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (355878.006356 7397302.570567),-23.52815667890975,-46.41177649949845
EMEI ANTONIO PEREIRA LIMA,"ANANAI, 982",VILA NOVA CURUCA,08032-370,,20351874,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (355167.343375 7397857.765367),-23.523079944521424,-46.41868254239745
EMEI GIANFEDERICO PORTA PROF,"TORRE DE SANTIAGO, 323",JARDIM SOARES,08460-180,,25579864,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356935.904941 7394998.06691),-23.549060246495316,-46.40163659152443
EMEI CARLOTA PEREIRA DE QUEIROZ,"FERNANDO GANGA, 25",CIDADE TIRADENTES,08471-100,,22822115,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357266.159383 7389245.310201),-23.601037227171496,-46.39895211999933
EMEI MARGARIDA MARIA ALVES,"SANTO RIZZO, 10",CIDADE TIRADENTES,08470-250,,22822117,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356386.309109 7390395.350671),-23.590574413628985,-46.407462797570695
EMEI ADONIRAN BARBOSA,"DOS PEDREIROS, 167",CIDADE TIRADENTES,08471-330,,25160378,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356960.304178 7388785.505794),-23.605162244432854,-46.40199330073511
EMEI ELISA KAUFFMANN ABRAMOVICH,"RENE DE TOLEDO, 55",CIDADE TIRADENTES,08471-740,,22820978,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356969.509742 7389294.385468),-23.600567857012972,-46.40185423329064
EMEI KLAUS REINACH ENG,"JOSE FRANCISCO BRANDAO, 390",CIDADE TIRADENTES,08470-790,,22850549,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357847.400914 7390111.038938),-23.593270844131776,-46.393174022189825
EMEI AMACIO MAZZAROPI,"DONA FAUSTINA LEONARDO JANUARIO, 55",CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,08465-055,,25558437,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357477.5 7393369.1),-23.56381771941015,-46.3964871215395
EMEI ODUVALDO VIANA FILHO,"UTARO KANAI, 202",CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,08465-000,,25552651,SUL,55,20,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (321190.251522 7364041.510901),-23.824999357570462,-46.75546424273981
EMEI VALDIR AZEVEDO,"INACIO MONTEIRO, 333",JARDIM SAO PAULOZONA LESTE,08490-000,,25552124,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356657.349935 7393178.628437),-23.565465306741423,-46.40453966961444
EMEI SAMUEL WAINER,"CONTO DE AREIA, 69",CONJUNTO HABITACIONAL CASTRO ALVES,08474-220,,22820440,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356781.458331 7391466.750232),-23.580934659385743,-46.40348819504037
EMEI PAULO CAMILHIER FLORENCANO,"FELICIANO DE MENDONCA, 502",JARDIM SAO PAULOZONA LESTE,08460-365,,25571947,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357197.470239 7394485.552336),-23.553711377069963,-46.39912355318654
EMEI EDUARDO KNEESE DE MELLO PROF,"NASCER DO SOL, 1605",COHAB SANTA ETELVINA II,08485-020,,25160384,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (355689.595605 7390024.617038),-23.59386012698889,-46.414325108000746
EMEI ELISIARIO RODRIGUES DE SOUSA PROF,"EDSON DANILLO DOTTO, 520",COHAB SANTA ETELVINA II,08485-280,,29648646,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (355900.794455 7390241.857768),-23.591917274085223,-46.41223472336433
EMEI LUCILIA DE ANDRADE FERREIRA PROFA,"CACHOEIRA TRIUNFO, 55",COHAB BARRO BRANCO II,08475-080,,22824326,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357745.969526 7391269.199757),-23.582803635998015,-46.394057368894764
EMEI GESSY GEBARA PROFA,"CACHOEIRA DAS GARCAS, 114",COHAB SITIO CONCEICAO,08473-010,,25554182,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357941.609648 7391710.89486),-23.578832273569063,-46.392098509012406
EMEI HELENA LOPES SANTANA DA SILVA PROFA,"ANDES 851, 851",GUAIANASES,08440-180,,25571909,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356433.354807 7396382.781762),-23.53651170751234,-46.40642604592065
CEI DIRET INACIO MONTEIRO,"CACHOEIRA MORENA, 225",CONJUNTO HABITACIONAL INACIO MONTEIRO,08472-610,,25555905,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356851.955557 7392459.464287),-23.571976625970112,-46.40270225310391
CEI DIRET JARDIM SAO PAULO,"FELICIANO DE MENDONCA, 500",JARDIM SAO PAULOZONA LESTE,08460-365,,25570343,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357197.470239 7394485.552336),-23.553711377069963,-46.39912355318654
CEI DIRET CONJ PRESTES MAIA,"INACIO PINTO LIMA, 16",CONJUNTO RESIDENCIAL PRESTES MAIA,08490-020,,20166292,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356231.831582 7393100.171174),-23.56613605825418,-46.40871568100408
CEI DIRET JOAQUIM GOUVEIA FRANCO JR VER,"ARDOSIA, 8",VILA CHABILANDIA,08440-440,,25579947,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356437.126292 7396674.305221),-23.533879556108047,-46.40636111734869
CEI DIRET MARILIA DE DIRCEU,"LUIS BORDESE, 43",CIDADE TIRADENTES,08471-790,,22821211,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356781.683037 7389003.34316),-23.60317934963986,-46.40372269024407
CEI DIRET NEIDE KETELHUT,"CLAUDIO DA COSTA, 312",JARDIM AURORA,08431-160,,20357921,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (355088.82557 7396266.958093),-23.53743800673737,-46.419605599163624
CEI DIRET PEDRO BRASIL BANDECCHI VER,"MARIA AMELIA DE ASSUNCAO, 185",JARDIM ETELVINA,08430-560,,20350626,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (354676.130077 7397226.501667),-23.528736363048832,-46.42355430668528
CEI DIRET BARBARA HELIODORA,"JOSE FRANCISCO BRANDAO, 80",CIDADE TIRADENTES,08470-790,,22821618,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357743.410078 7390073.095294),-23.593604334150587,-46.39419657721765
CEI DIRET CIDADE TIRADENTES,"SANTO RIZZO, 122",CIDADE TIRADENTES,08470-250,,29648118,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356421.718214 7390410.044328),-23.590444873067476,-46.407114442367195
CEI DIRET MARIA AUGUSTA DE PAULA PROFA,"DOS PEDREIROS, 135",CIDADE TIRADENTES,08471-330,,21539064,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357207.866403 7388803.641255),-23.6050203700342,-46.39956566153963
CEI DIRET ZACARIA MAURO FACCIO GONCALVES,"CAVALEIRO DE JORGE, 300",CONJUNTO HABITACIONAL CASTRO ALVES,08474-210,,22827424,LESTE,80,25,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (340231.918011 7396889.660531),-23.530419641707063,-46.565042864877945
CEI DIRET INCONFIDENTES,"CONTO DE AREIA, 203",CONJUNTO HABITACIONAL CASTRO ALVES,08474-220,,22820855,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356880.613192 7391444.499596),-23.58114435671279,-46.40251887577203
CEI DIRET GERALDO MAGELA PERON,"SAMOUNA, 216",GUAIANASES,08460-230,,25571626,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356772.071197 7395206.870935),-23.547160255322808,-46.403221324635076
CEI DIRET JUSCELINO KUBITSCHEK OLIVEIRA PRES,"PEDRO DE SEABRA, 80",JARDIM SAO PAULO,08461-380,,25565025,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356567.458494 7393421.106373),-23.563267755121657,-46.40539696541938
CEI DIRET ADHEMAR FERREIRA DA SILVA,"ANTONIO CARLOS MINGUES LOPES, S/N",CONJ HAB SITIO CONCEICAO,08473-270,,29642166,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357724.917809 7391430.569911),-23.581344597996505,-46.39424822882817
CEI DIRET MARIELCIA FLORENCIO DE MORAIS PROFA,"DOMENICO ALLEGRI, 215",CIDADE TIRADENTES,08475-460,,29644455,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357381.056702 7390213.415599),-23.592305317999124,-46.397733602563854
CEI DIRET MARIO PEREIRA COSTA PROF,"ARROIO ARAPONGAS, 159",CONJUNTO HABITACIONAL SANTA ETELVINA III,08485-440,,22851733,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (355717.50299 7391051.014284),-23.584594244582135,-46.41395232569693
CEI DIRET MARIA CONCEICAO MONTEIRO AYRES PROFA,"DOUTOR GUILHERME DE ABREU SODRE, 323",CONJUNTO RESIDENCIAL PRESTES MAIA,08490-010,,25565318,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (356261.714201 7392977.375579),-23.567247561798418,-46.40843476927196
CEI DIRET LUCIANO MENDES DE ALMEIDA DOM,"GONCALO LOPES DE CAMARGO, 28",JARDIM FANGANIELLO,08450-560,,20161897,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (358186.981879 7395426.052884),-23.54530542796012,-46.3893416521469
CEI DIRET VILA MARILENA,"RIO FARTURA, 200",JARDIM SAO CARLOS,08411-410,,25544199,LESTE,31,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (355784.057114 7394092.963842),-23.5571312830936,-46.41300627917638
CEI DIRET TITO DE ALENCAR LIMA FREI,"FRANCISCO JOSE VIANA, S/N",CIDADE TIRADENTES,08471-533,,22856300,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357064.702149 7388566.397439),-23.60715003635837,-46.400991317003815
EMEI RAUL NEMENZ PROF,"ALFONSO ASTURARO, 451",CONJUNTO HABITACIONAL BARRO BRANCO II,08473-591,,29648027,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357678.979792 7390946.417318),-23.585712498138776,-46.39474450923507
EMEI WILSON REIS SANTOS,"FRANCISCO DE SOUTOMAIOR, 14",JARDIM LOURDES,08452-430,,29638426,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (357795.545821 7397329.666412),-23.52808122346598,-46.392994610490405
CEI DIRET ALICE APARECIDA DE SOUZA PROFA,"EDMUNDO ORIOLI, 430",CIDADE TIRADENTES,08470-600,,25592201,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (357866.546592 7389387.317966),-23.59980778381938,-46.393055456320525
CEI DIRET MADRE PAULINA,"ALEXANDRE DAVIDENKO, 801",BARRO BRANCO,08473-592,,22822245,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (358179.577725 7390589.747538),-23.588977223197418,-46.389873705055024
EMEI ELIZA MARA TORRES PROFA,"BAIA DE CAETE, S/N",JARDIM SANTA TEREZINHA ZONA LESTE,08430-027,,25137684,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (354182.55056 7397169.81111),-23.529203987840518,-46.42839364403857
EMEI FULVIA ROSEMBERG PROFA,"MOACIR GOMES DE ALMEIDA, 26",VILA PAULISTA I,08490-640,,21533282,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356554.890459 7391646.96575),-23.579287236121363,-46.40569062502971
EMEI DORACI DOS SANTOS RAMOS PROFA,"SAO VALFREDO, 181",CHACARA SANTA ETELVINA,08490-580,,29647312,LESTE,25,31,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (356658.1 7390864.9),-23.58635847313188,-46.40475463047383
EMEI ANA PAULA APARECIDA DINIZ PRIMO PROFA,"PADRE NILDO DO AMARAL JUNIOR, 880",VILA NOVA CURUCA,08032-650,,20160159,LESTE,96,28,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (354168.183312 7398091.949196),-23.520875768370985,-46.4284444611597
EMEI SAO BENTO,"DE SAO BENTO, 1",CENTRO,01029-010,,32272333,CENTRO,78,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (333185.831002 7395378.829947),-23.543351868210724,-46.634211570169086
EMEI ANGELO MARTINO,"HUMAITA, 536",BELA VISTA,01321-010,,31016333,CENTRO,7,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (332427.226793 7393898.602599),-23.55663873681273,-46.64180696677796
EMEI ALCEU MAYNARD DE ARAUJO PROF,"NEVES DE CARVALHO, 780",BOM RETIRO,01132-010,,32219134,CENTRO,9,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (331548.609473 7398098.354483),-23.518627790542386,-46.649939344813006
EMEI JOAO THEODORO,"RIBEIRO DE LIMA, 230",BOM RETIRO,01122-000,,33299403,CENTRO,9,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (333088.165995 7396669.501396),-23.531688170989156,-46.63502396473382
EMEI FEIJO REG,"LACERDA FRANCO, 795",CAMBUCI,01536-000,,32087804,CENTRO,14,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (334306.999124 7392472.30094),-23.56971037387599,-46.62355381839545
EMEI ARMANDO DE ARRUDA PEREIRA,"DA REPUBLICA, 350",REPUBLICA,01045-000,,32213892,CENTRO,66,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (332255.101184 7395406.942437),-23.5430020012217,-46.6433234991697
EMEI GABRIEL PRESTES,"DA CONSOLACAO, 1012",CONSOLACAO,01302-000,,32567260,CENTRO,26,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (331433.821264 7394822.316286),-23.548195434563603,-46.65143257452626
EMEI MONTEIRO LOBATO,"BAHIA, 257",HIGIENOPOLIS,01244-001,,36612412,CENTRO,26,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (330573.184641 7395093.252298),-23.54565941463977,-46.65983072129996
EMEI PATRICIA GALVAO,"JOAO GUIMARAES ROSA, 135",CONSOLACAO,01303-030,,32563373,CENTRO,26,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (331848.707327 7394733.337153),-23.54904192880871,-46.64737928017283
EMEI HEITOR VILLA LOBOS,"CURITIBA, 232",PARAISO,04005-030,,38841363,SUL,32,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (331194.16617 7391090.764894),-23.58186272830224,-46.654201649913205
EMEI ANITA COSTA DA,"DOS JURUPIS, 254",INDIANOPOLIS,04088-000,,50522994,SUL,32,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (330876.949135 7388887.49133),-23.60172289475705,-46.65755916161932
EMEI LUCY GARCIA SALGADO PROFA,"DOS GUARAMOMIS, 1410",PLANALTO PAULISTA,04076-012,,50412395,SUL,32,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (330390.784192 7387232.843615),-23.616611655224716,-46.66251091152817
EMEI IGNACIO HENRIQUE ROMEIRO PROF,"JAUAPERI, 1639",INDIANOPOLIS,04523-016,,55369812,SUL,32,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (329486.888113 7387991.788828),-23.609664081601203,-46.67128107176316
EMEI MANUEL SOARES NEIVA CEL,"COSMOPOLITA, 9",VILA DOM PEDRO I,04277-030,,50622288,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (335450.923441 7388684.723185),-23.60402574418452,-46.61276645082199
EMEI PEDRO I D,"NAMI JAFET, 305",IPIRANGA,04205-050,,22731980,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (336106.1 7391349),,
EMEI DELFINO AZEVEDO,"PRIMEIRO DE OUTUBRO, 30",VILA MONUMENTO,04261-140,,20631602,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (335310.206653 7391062.045271),-23.58254618434352,-46.61388253444902
EMEI BATISTA CEPELOS,"RUA BARAO DO RIO DA PRATA, 5",CIDADE NOVA HELIOPOLIS,04231-004,,22729351,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (337174.843996 7388551.864336),-23.605399923532207,-46.5958897266131
EMEI ISABEL PRINC,"AMADIS, 453",VILA INDEPENDENCIA,04221-000,,22732570,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (337214.760784 7389676.185008),-23.595252185493894,-46.59537577019609
EMEI MILTON IMPROTA PROF,"PINHEIRO DA CUNHA, 469",IPIRANGA,04275-050,,50615204,SUL,34,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (335171.596873 7389623.01427),-23.595525315924252,-46.61539952375218
EMEI ALBERTO DE OLIVEIRA,"DONATELLO, 335",CAMBUCI,01518-080,,32073860,CENTRO,14,09,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (334201.093825 7393807.692006),-23.55764208536166,-46.62444291398287
EMEI MONTESE,"DOMINGOS DE ROGATIS, 91",JARDIM DA SAUDE,04290-080,,50619003,SUL,27,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (335400 7387598.8),,
EMEI PAULO ALVES TTE,"JOSE DE CAMARGO, 259",VILA MARIANA,04139-010,,55941177,SUL,77,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (333324.6 7388454.9),-23.60588298886415,-46.63362599606028
EMEI OSWALDO CRUZ,"CARLOS GEROLOMO MONACO, 171",VILA MARIANA,04121-050,,55732558,SUL,90,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (334370.2603 7389400.650129),-23.597451193253775,-46.62327528874006
EMEI ANA ROSA DE ARAUJO DA,"ALCEU WAMOSY, 244",VILA MARIANA,04105-040,,55734615,SUL,90,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (332929.156455 7391348.142444),-23.579718906078867,-46.63717631559736
EMEI SAO PAULO,"PEDRO DE TOLEDO, 1231",VILA CLEMENTINO,04039-033,,55734597,SUL,90,12,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (331767.182275 7389289.750335),-23.598183781739767,-46.64879146477399
EMEI QUINTA DAS PAINEIRAS,"MARIO ORTIZ, S/N",QUINTA DA PAINEIRA,03151-080,,23472891,LESTE,93,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (337965.007499 7390433.940104),-23.588485549290365,-46.58794280979979
EMEI JOSE VERISSIMO,"ANTONIO DE PAIVA AZEVEDO, 16",PARQUE TOMAZ SARAIVA,03284-080,,22168138,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (343318.241395 7390576.037948),-23.587729836322723,-46.53548106848738
EMEI SEBASTIAO SANCHES MARTINES PROF,"SAO LUCAS, 284",PARQUE SAO LUCAS,03239-000,,21540217,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (342023.358708 7389721.916379),-23.59531615482192,-46.54825785367246
EMEI ZENAIDE GRANDINI PROFA,"GRAO MONGOL, 240",VILA CALIFORNIA,03213-030,,29173033,LESTE,93,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (340824.420067 7388633.16355),-23.605029363779284,-46.560121056874195
EMEI CIDADE DO SOL,"ARTISTAS DE HELIOPOLIS, 35",CIDADE NOVA HELIOPOLIS,04236-100,,22154246,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (337430.195257 7387575.345296),-23.61424284629623,-46.59349432416184
EMEI OTAVIO JOSE DA SILVA JUNIOR,"DA FANTASIA, 27",CIDADE NOVA HELIOPOLIS,04236-190,,22157099,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (337281.223842 7387920.892327),-23.611107828080584,-46.59491632532368
EMEI AFONSO CELSO,"BELCHIOR DE BORBA, 61",VILA ALPINA,03206-070,,29172429,LESTE,93,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (340592.652929 7389278.02002),-23.59918386967361,-46.562323010605105
EMEI BRENNO FERRAZ DO AMARAL,"JACITARA TIPITI, 217",JARDIM GUAIRACA,03244-090,,22117933,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (342808.685258 7388744.470033),-23.604218510486156,-46.54066650992325
EMEI MARIO MARQUES E SERRA PE,"FRANCISCO PESTANA, 10",JARDIM MARIA ESTELA,04176-000,,23350070,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (336209.89625 7384999.545909),-23.6373769142606,-46.605735506579585
EMEI THEREZINHA BATISTA PETTAN PROFA,"VIGARIO ALBERNAZ, 834",VILA GUMERCINDO,04134-021,,50619096,SUL,27,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (334678.347672 7388267.764581),-23.607711685899105,-46.620382497060135
EMEI CARVALHO PINTO GOV,"ANTONIO ALVES SANTOS, 45",VILA CUNHA BUENO,03256-040,,21434697,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (343931.768133 7388255.710284),-23.608740597963138,-46.529713202025015
EMEI ANTONIO RUBBO MULLER PROF,"CARMINHA, 123",PARQUE SAO LUCAS,03240-040,,29187032,LESTE,72,29,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,EMEI,POINT (342363.552679 7389316.302466),-23.59901182714937,-46.5449676158635
CEI DIRET INOCOOP IPIRANGA,"BARBINOS, S/N",SAO JOAO CLIMACO,04240-110,,29458187,SUL,68,13,PRIVADA,REDE_PUBLICA_EDUCACAO_INFANTIL,SEM REDE,CEI DIRET,POINT (338508.868668 7386705.082445),-23.622208860794117,-46.5830188313156
