eq_nome,eq_enderec,eq_bairro,eq_cep,eq_horario,eq_telefon,eq_regiao,eq_distrit,eq_subpref,eq_esfera,eq_classe,eq_rede,eq_tipo,geometry,Latitude,Longitude
ALFREDO VIANELLO GREGORIO COMENDADOR,"RUA FELIPE DE VERAS, SN",JD SAO LUIS,05818-260,,55151750,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (323437.692411 7381762.663047),-23.665254637528268,-46.731291147568946
AMELIA KERR NOGUEIRA PROFESSORA,"AVENIDA DOS FUNCIONARIOS PUBLICOS, 1355",JARDIM HORIZONTE AZUL,04962-000,,55170164,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (318941.440227 7373181.493439),-23.74222903572032,-46.77641182575535
VICENTE LEPORACE,"JOAO ALVES TORRES, 555",JARDIM DAS FLORES,04904-120,,55153884,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322595.475085 7380781.02133),-23.674024907239378,-46.739663928371755
SINHA PANTOJA,"SIMAO DE LEMOS, SN",RECANTO SANTO ANTONIO,05816-220,,55146468,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322461.325599 7381479.065557),-23.66770784928785,-46.74089545429372
JOAO BATISTA DE CARVALHO MONSENHOR,"CRISTIANIA, 13",JARDIM CRIS,05834-090,,55140167,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320918.416646 7381072.174039),-23.67121073436071,-46.75606838656728
FRANCISCO ANTONIO MARTINS JUNIOR PROFESSOR,"ROCHA MEDRANO, SN",JARDIM SAO BENTO NOVO,05881-270,,58721155,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (318388.876131 7379847.214484),-23.681986920395204,-46.781013665610836
HUMBERTO ALFREDO PUCCA PROFESSOR,"MANDIRA, 120",JARDIM FRATERNIDADE,05870-150,,58709591,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (319170.082898 7380079.94955),-23.679973613443757,-46.773327059237054
RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA,"ARNALDO DANIEL, 100",JARDIM GUARUJA,05877-150,,58722333,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317550.371471 7378323.672498),-23.69564703781101,-46.789421021785586
OCTALLES MARCONDES FERREIRA,"DANCA DE ANITRA, 1",JARDIM VAZ DE LIMA,05833-080,,55140157,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320611.717601 7381364.672636),-23.668535827243517,-46.759039416507896
JOSEFINA MARIA BARBOSA PROFESSORA,"AVENIDA PROFESSOR MARIO MAZAGAO, 31",ALTO DA RIVIERA,04929-080,,55176732,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320482.717832 7378177.175017),-23.69729939031308,-46.76068967891121
EULALIA SILVA PROFESSORA,"AMARO ANTONIO DE ARAUJO, 337",JARDIM SANTA MARGARIDA,04931-030,,58925001,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (321040.213902 7380138.357411),-23.679655146378245,-46.75498710537659
JOAO SUSSUMU HIRATA DEPUTADO,"RUA COMENDADOR ANTUNES DOS SANTOS, 936",CAPAO REDONDO,05861-260,,55113353,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320019.195676 7381141.59877),-23.670483759278852,-46.76487445707172
HONORIO MONTEIRO DOUTOR,"MAGONDI, 80",VILA CALU,04961-150,,55170187,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317559.127908 7373858.476976),-23.73596068542486,-46.789885389793646
FRANCISCO DE PAULA VICENTE DE AZEVEDO,"JIVAROS, 72",PARQUE BOLOGNE,04941-110,,58333344,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (318925.910596 7377766.941217),-23.700828698472534,-46.776003153928436
OSWALD DE ANDRADE,"JOSE CARLOS DOS SANTOS MARQUES, 300",JARDIM HERCULANO,04920-010,,58311931,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320575.442263 7378737.735245),-23.692248787327447,-46.75971272526762
SAMUEL MORSE PROFESSOR,"JOSE ESTIMA FILHO, SN",PARQUE SANTA BARBARA,04960-020,,55170141,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317260.177774 7374320.164417),-23.7317585208834,-46.79276016441744
CAFE FILHO PRESIDENTE,"GASTAO RAUL DE FORTON BOUSQUET, 401",JARDIM IPE,05797-000,,58250146,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (319432.848805 7382910.556764),-23.654447392332653,-46.77040688053296
JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR,"TEIXEIRA LOPES, 95",JARDIM DAS ROSAS ZONA SUL,05893-200,,58216294,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317573.984713 7382523.852073),-23.657729469239904,-46.78867311075422
EURICO GASPAR DUTRA MARECHAL,"HIPOLITO CORDEIRO, SN",JARDIM SAO LUIS,05843-240,,58526444,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (323059.040736 7383361.626696),-23.650776826977772,-46.73481222883568
JOSE LINS DO REGO,"M BOI MIRIM, 2463",JARDIM DAS FLORES,04905-022,,55140115,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320987.191977 7380579.417995),-23.675667180473926,-46.7554536639898
ELYO FERREIRA DE CASTRO PROFESSOR,"BACIO DE FILICAIA, 147",JARDIM FIGUEIRA GRANDE,04914-060,,55146588,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322000.511147 7380519.937086),-23.676316476045372,-46.7455274803952
RONALDO GARIBALDI PERETTI PROFESSOR,"ANTONIO JOSE BENTES, 691",JARDIM IRAPIRANGA,05891-160,,58214293,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317556.608576 7381692.169501),-23.665236151169175,-46.78894559625034
JOITI HIRATA,"LUAR DO SERTAO, 165",CHACARA SANTA MARIA,05879-450,,58732855,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317288.013635 7379297.570328),-23.686824721590607,-46.79187316219253
ANTONIO MANOEL ALVES DE LIMA,"PIETRO CASELLA, 07",JARDIM SAO JOAO,05815-055,,58518188,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322800.305891 7382324.876473),-23.66010874314856,-46.73747175330226
CAROLINA CINTRA DA SILVEIRA PROFESSORA,"LUIS DA FONSECA GALVAO, 226",PARQUE MARIA HELENA,05855-300,,55112450,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (319842.927479 7382036.392676),-23.662385536326056,-46.76649370307396
LUIS MAGALHAES DE ARAUJO PROFESSOR,"M BOI MIRIM, 3583",JARDIM DAS FLORES,04905-023,,58313423,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320068.111646 7380079.410035),-23.680079049982268,-46.76452376862705
ALBERTO BADRA DOUTOR,"JOSEFINA MORETTI, 90",VILA DAS BELEZAS,05840-060,,55127088,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322345.184708 7384084.81405),-23.644169057542573,-46.74172224892982
JOSEPHINA CINTRA DAMIAO PROFESSORA,"JARARAU, 152",CHACARA NANI,04943-120,,58333355,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317377.449085 7376756.630996),-23.709774994892893,-46.79130950703017
HERCULANO DE FREITAS PROFESSOR,"OLIVIER BACHELIN, 7",ALTO DA RIVIERA,04929-170,,58310052,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320139.37223 7377788.262841),-23.700772288243474,-46.764103144554824
DAVID NASSER JORNALISTA,"SEVERIANO CARDOSO, 280",JARDIM MACEDONIA,05894-430,,58214869,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317723.653607 7382896.005537),-23.654386490675968,-46.78716050744551
ANTONIO BERNARDES DE OLIVEIRA PROFESSOR,"JEAN MAROT, 12",JARDIM SAO JOAQUIM,04917-040,,55146409,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (321522.653251 7379171.97818),-23.688433555262417,-46.750374025492405
ANTONIO AGGIO,"HERCILIA GONCALVES DOS SANTOS, 16",GUARAPIRANGA,04912-040,,55146398,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322011.103739 7379641.065627),-23.684252494998994,-46.745529093028104
ARNALDO LAURINDO PROFESSOR,"ALTINO ALVES DE ABREU, 110",PARQUE SANTO ANTONIO,05822-000,,55146435,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (321393.675642 7381978.327066),-23.66308233394971,-46.75130068488618
CICERO CANUTO DE LIMA PASTOR,"CIPOTUBA, 37",MORRO DO INDIO,05873-190,,58313435,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (318727.335277 7379098.992865),-23.688780209917883,-46.777787182077915
ARISTON DE OLIVEIRA PROFESSOR TENENTE,"JOAO DA CRUZ E SOUSA, 444",JARDIM DAS ROSAS ZONA SUL,05893-000,,58217555,SUL,19,17,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317535.334975 7382432.407851),-23.658550678804467,-46.78906315875129
SOICHI MABE,"AMARO GOMES, 24",JARDIM ARACATI,04949-120,,58999948,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (319549.802779 7375640.860038),-23.72009367471064,-46.7701452454381
WANDER TAFFO MUSICO,"MANGUALDE, 427",PARQUE SANTO ANTONIO,05851-260,,58148400,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320664.469732 7381517.312947),-23.66716359986966,-46.758503890716966
JARDIM CAPELA IV,"BARONESA, 100",PARQUE BOLOGNE,04941-175,,55172117,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320631.765599 7378967.727011),-23.69017861248244,-46.75913270895378
EUDORO VILLELA,"GUAVIRUTUBA, 600",VILA BOM JARDIM,04937-000,,58317057,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (320069.833733 7379497.748651),-23.685330688702347,-46.76457744686091
MARILSA GARBOSSA FRANCISCO PROFESSORA,"PAULO LEMORE, SN",JARDIM SAO LUIS,05844-190,,58120462,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (322384.221423 7382143.103841),-23.661704091797002,-46.74157180674231
REPUBLICA DO PANAMA,"PIEMONTE DA BORBOREMA, 75",VILA NOVA DAS BELEZAS,05777-120,,58120879,SUL,46,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (321867.461359 7384359.089721),-23.641640091116095,-46.746371277984544
NAIR OLEGARIO CAJUEIRO,"CATALDO PARRILHA, 215",JARDIM SANTA MARGARIDA,04930-055,,55182016,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (321330.751864 7380053.273352),-23.68045557390834,-46.7521491997334
AGENOR DE MIRANDA ARAUJO NETO CAZUZA,"ARNALDO DANIEL, SN",JARDIM GUARUJA,05877-150,,58741693,SUL,43,18,MUNICIPAL,REDE_PUBLICA_ENSINO_FUNDAMENTAL_MEDIO,SEM REDE,EE,POINT (317560.198729 7378371.030048),-23.695220597342157,-46.789318846015135
